ticker,fiscalDateEnding,current_ratio,quick_ratio,cash_ratio,working_capital_ratio,gross_profit_margin,operating_profit_margin,net_profit_margin,ebitda_margin,roa,roe,debt_to_equity,debt_to_assets,equity_ratio,interest_coverage,asset_turnover,receivables_turnover,inventory_turnover,days_inventory_outstanding,days_sales_outstanding,operating_expense_ratio,sga_ratio,rd_intensity,quality_of_earnings,depreciation_to_ppe,cost_of_revenue_ratio,tax_rate,ebit_to_revenue,intangible_asset_ratio,goodwill_ratio,tangible_asset_ratio,long_term_debt_ratio,short_term_debt_ratio,debt_composition,log_assets,share_growth,totalAssets_was_missing,totalCurrentAssets_was_missing,cashAndCashEquivalentsAtCarryingValue_was_missing,cashAndShortTermInvestments_was_missing,inventory_was_missing,currentNetReceivables_was_missing,totalNonCurrentAssets_was_missing,propertyPlantEquipment_was_missing,intangibleAssets_was_missing,intangibleAssetsExcludingGoodwill_was_missing,goodwill_was_missing,shortTermInvestments_was_missing,otherCurrentAssets_was_missing,totalLiabilities_was_missing,totalCurrentLiabilities_was_missing,currentAccountsPayable_was_missing,shortTermDebt_was_missing,totalNonCurrentLiabilities_was_missing,capitalLeaseObligations_was_missing,longTermDebt_was_missing,shortLongTermDebtTotal_was_missing,otherCurrentLiabilities_was_missing,otherNonCurrentLiabilities_was_missing,totalShareholderEquity_was_missing,retainedEarnings_was_missing,commonStock_was_missing,commonStockSharesOutstanding_was_missing,grossProfit_was_missing,totalRevenue_was_missing,costOfRevenue_was_missing,costofGoodsAndServicesSold_was_missing,operatingIncome_was_missing,sellingGeneralAndAdministrative_was_missing,researchAndDevelopment_was_missing,operatingExpenses_was_missing,netInterestIncome_was_missing,interestIncome_was_missing,interestExpense_was_missing,depreciationAndAmortization_was_missing,incomeBeforeTax_was_missing,incomeTaxExpense_was_missing,netIncomeFromContinuingOperations_was_missing,ebit_was_missing,ebitda_was_missing,netIncome_was_missing,close_price,price_date
INTC,2023-06-30,1.5951434878587196,1.1542310522442971,0.892457689477557,0.0871415565455828,0.358174376399722,-0.0784616572708317,0.114371766159549,0.1292763919993821,0.0079782792559352,0.0146608986606214,0.8034093271429561,0.4372053935538089,0.5441875999978452,-2.8130841121495327,0.0697574193687408,4.322096128170895,0.6935080106809078,526.3097100228613,84.4497644605761,0.4366360336705537,0.1061085798131129,0.3150822457332612,1.1303173531397703,0.0250261146846995,0.6418256236002781,2.805147058823529,-0.0464900764537802,0.0278674129581046,0.1486351809253942,0.9721325870418954,0.2496107827979464,0.0146043990971238,0.0334039774267478,25.94701589509275,-0.0078032631827855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.77200698852539,2023-06-30
INTC,2023-03-31,1.7637352608330596,1.2894170043441755,1.005147300405213,0.1129015720198809,0.3421254801536492,-0.1253094323516858,-0.2354246692274861,0.1195902688860435,-0.0148837309703566,-0.0281259241884987,0.8658052804943962,0.4581685131919073,0.5291819344533009,-5.0,0.0632207789404381,3.045230049389134,0.593165550681136,615.3425457376411,119.85958173282116,0.467434912505335,0.1112249253094323,0.3507469056764831,-0.5079767947788252,0.0275969860265472,0.6578745198463508,-1.390328151986183,-0.0823730260349978,0.0300426868426307,0.1488966719373134,0.9699573131573692,0.2635467315693756,0.0077548663540255,0.0169257950530035,25.94525816006889,-0.0100095328884651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.886812210083008,2023-03-31
INTC,2022-12-31,1.5676255636759446,1.1563675944643137,0.8812937334784637,0.1002289912851518,0.3916820965674405,-0.0806152969662441,-0.0472867112946873,0.1880074063523714,-0.0036462880897074,-0.0065468384883113,0.7771117005018585,0.4328154945278221,0.5569540315096402,-4.342281879194631,0.0771102068609523,3.3975320590370197,0.645946763460375,565.0620463591665,107.43092152115082,0.4722973935336846,0.0360347528842045,0.3179034325594644,-3.975903614457832,0.0406505070492208,0.6083179034325594,0.1695979899497487,-0.0460760575416607,0.0330472315118367,0.1515131546432513,0.9669527684881633,0.20693783188635,0.0237393123671768,0.0548485732773386,25.92783829800885,-0.0050553683196918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.485862731933594,2022-12-30
INTC,2022-09-30,1.7712220903893865,1.3098910581382806,0.8110955308668608,0.1226828947443677,0.426065979919155,-0.0114095710001303,0.0664363019950449,0.2071978093623679,0.0058281524356415,0.0102017319917905,0.7504229864343995,0.4287095132148638,0.5712904867851362,-0.6491228070175439,0.0877254190950635,2.0535546927299504,0.6860727924557711,532.0135181188232,177.74057895423132,0.4374755509192854,0.1137045247098709,0.2804798539574912,3.11874386653582,0.042923326689809,0.5739340200808449,6.420212765957447,-0.0048246185943408,0.0358497148838087,0.1578062353795734,0.9641502851161912,0.2129935198265853,0.0130575780280369,0.0304578686162548,25.887142826440154,-0.0019356399709653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.518295288085938,2022-09-30
INTC,2022-06-30,1.8586229700933208,1.4113454331692263,0.993607171724594,0.1371334014012604,0.3646628810129887,-0.0456889236994974,-0.029632530513674,0.1532537040663142,-0.0026640378363787,-0.0044853682151396,0.683672864510265,0.4060603926815243,0.5939396073184757,-7.339449541284404,0.0899024750906594,2.5269668480950025,0.7995728601938558,456.493733305938,144.44194243195614,0.4103518047124861,0.1174858037987076,0.2871875203968409,-5.171806167400881,0.0439296678760815,0.6353371189870113,0.5005500550055005,-0.0522159127994256,0.037713152366534,0.1618784400708845,0.962286847633466,0.19098921475431,0.0169113591287305,0.0416473988439306,25.861520079565587,-0.0060606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2371711730957,2022-06-30
INTC,2022-03-31,2.133824432166973,1.7267921697019304,1.319691699065548,0.1885164099888861,0.5036778728273307,0.2365280880509998,0.4420530703427233,0.7155778346864273,0.0460035382975345,0.0786631244182438,0.7099363946633571,0.4151829254462564,0.5848170745537435,78.91129032258064,0.1040679080949896,2.5944303081707663,0.7632174277335567,478.2385552750028,140.68599139105322,0.2671497847763308,0.0954612324960497,0.237672315152836,1.618760014791076,0.0501813603525285,0.4963221271726693,0.1602318600558948,0.5331553424508255,0.0386320851005919,0.153161786386627,0.961367914899408,0.1859193903241171,0.0252840844655129,0.0608986615678776,25.895770516298917,0.0017073170731707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.31538009643555,2022-03-31
INTC,2021-12-31,2.1017405869929355,1.7093438205520357,1.0346296700895783,0.1796610572069878,0.5362918939984411,0.2444466095089633,0.2252045985970382,0.409294621979735,0.0274515159792406,0.0484636915432273,0.7654286043756748,0.4335653123997957,0.5664346876002043,39.76119402985075,0.121895894445566,2.170667230622819,0.8833518930957683,413.1988654270407,168.15106196414655,0.2918452844894778,0.0410171473109898,0.197242790335152,1.81743456629894,0.0486046327772946,0.4637081060015589,0.1099345398536773,0.2595479345284489,0.0431694832725674,0.1601071220740353,0.9568305167274324,0.1989834091421921,0.0273149412728762,0.063000753269876,25.849643567573604,-0.0029218407596786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.987117767333984,2021-12-30
INTC,2021-09-30,2.0730420668199647,1.741715135939402,1.1712092519951305,0.1889236851192531,0.5599208003334722,0.2745414756148395,0.3555127136306794,0.5190183409754064,0.0406222836117693,0.0757378978098948,0.8644421503657576,0.4636465390981293,0.5363534609018706,48.625,0.114263940653243,2.2847619047619045,0.862012655644009,423.4276580629884,159.75406419341394,0.2875677365568987,0.0872238432680283,0.1981554814506044,1.459914993404661,0.0495371067918905,0.4400791996665277,0.0051035287255759,0.3648395164651938,0.045748443100225,0.1594765482668698,0.9542515568997748,0.2120122408640049,0.0279467974899084,0.0602760834670947,25.84700360028856,-0.0021978021978021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.074134826660156,2021-09-30
INTC,2021-06-30,1.9879207601868256,1.6329119020776293,1.0008455467869222,0.1587094186821219,0.5708318475879985,0.300137537568132,0.2578065304874942,0.4456726605878457,0.0327367283970581,0.0593965284542349,0.8143697114086871,0.4488444148334056,0.5511555851665945,45.674418604651166,0.1269817654935089,2.631501340482574,0.9555404332539412,381.9827893175074,138.70409046915591,0.2706943100198665,0.0814528042381946,0.1892415057816718,1.728709741157874,0.0491180414675239,0.4291681524120014,0.1190600522193211,0.300137537568132,0.051863878341753,0.173146956279876,0.9481361216582468,0.205139815132247,0.0239008518923394,0.0532497478022769,25.764087567995546,-0.0004894762604014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.3745231628418,2021-06-30
INTC,2021-03-31,1.8952838391785016,1.5438698190551117,0.927373607718107,0.1435514068329991,0.5517206323387384,0.3000559141971229,0.1708432877547908,0.3557159558786154,0.0223141373770099,0.0421141002668938,0.8873281792323982,0.4701504428303966,0.5298495571696034,21.557894736842105,0.1306117300261582,2.729328523862375,1.0391186520560858,351.2592130627055,133.7325268133991,0.2516647181416154,0.0675036852539012,0.1841610328877141,2.0821184171377567,0.0506192220477934,0.4482793676612616,0.1395289298515105,0.2082041376505871,0.0558218586926212,0.1790641473357145,0.9441781413073788,0.2206649758999349,0.0175737940008763,0.0373790863517616,25.738039223980536,0.0029382957884427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.20880889892578,2021-03-31
INTC,2020-12-31,1.908742021491476,1.5683121919689746,0.9652985376100832,0.1469387488487239,0.5577635398938833,0.286865552107318,0.2931724897387125,0.5325357893683051,0.0382582908204923,0.072274735309361,0.8891260889952861,0.4706547086373464,0.5293452913626536,51.5945945945946,0.1304975472104826,2.9457387201415512,1.0484158063367746,348.144312393888,123.90779857843629,0.2708979877865652,0.0497547302032235,0.1829512463710081,1.8164589380228784,0.0530715396578538,0.4422364601061167,0.2178151709401709,0.3822204424867354,0.0589583972931132,0.1761762611779921,0.9410416027068867,0.2214173269493307,0.0163562848240588,0.0347521962999458,25.754298352774363,0.005615234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.07123565673828,2020-12-30
INTC,2020-09-30,1.6635763386396527,1.2442112879884226,0.8254793777134588,0.1010112831386263,0.5313369333987891,0.2759504718267604,0.233240604374625,0.4449353624611356,0.0294366691679115,0.0573544008369772,0.948399817581887,0.4867583177866048,0.5132416822133952,31.4625,0.1262073096013382,2.5676470588235296,0.9265609835004852,393.92981843575416,142.15349369988544,0.2553864615720286,0.0782741504390989,0.1784759722904053,1.907623947614593,0.052748923232835,0.4686630666012109,0.1517556040468161,0.2745868106692849,0.0680223872890865,0.1855625391536613,0.9319776127109136,0.2482359339395984,0.0034696167587996,0.0071280071280071,25.701797961308365,0.0223355183296916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.472412109375,2020-09-30
INTC,2020-06-30,1.9745562919798945,1.575597170944353,1.1483030114318755,0.143628842459961,0.5325932684509327,0.2887773722627737,0.2587692619626926,0.4444951338199513,0.0334668511003743,0.0622485062797219,0.860004877453969,0.462367001225916,0.537632998774084,30.677419354838708,0.1293308596490077,2.651256551538772,1.0280967777901662,355.0249430647435,137.6705697485807,0.2433596918085969,0.0733475263584752,0.1700121654501216,1.7177277179236043,0.0527775863257288,0.4674067315490673,0.1398483572030328,0.2892335766423358,0.0675433823481208,0.1766302388241695,0.9324566176518791,0.2366148984849776,0.0147765489481378,0.0319584851621318,25.750686138003484,0.0173355497506531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.335044860839844,2020-06-30
INTC,2020-03-31,1.7368068633605356,1.349863988282067,0.8706005440468717,0.119193013336944,0.6060117006253782,0.354952592293726,0.2855053459753883,0.5169457333064353,0.0383250964728183,0.0741414988081829,0.9345417397909735,0.4830817141696568,0.5169182858303433,53.333333333333336,0.1342360029788098,2.3451212300413955,0.844905905256327,432.0007680491552,155.64227355255196,0.2510591083316522,0.0777183780512406,0.1651704660076659,1.81063416357534,0.0537255592742645,0.3939882993746217,0.1440882975506501,0.3631228565664716,0.0706045629950578,0.1778891070340532,0.929395437004942,0.2468011644438426,0.0234513573894793,0.0485453220471999,25.71851672899892,0.0065359477124182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.97389221191406,2020-03-31
MSFT,2025-12-31,1.3860236144763662,1.3778777739317718,0.6881427637398562,0.0754319091179644,0.6803612515841669,0.4709436098089156,0.473195280105324,0.7158588953280918,0.0578053275054035,0.0983895107131435,0.7020837863767189,0.4124848565012581,0.5875151434987419,66.55163043478261,0.1221595606205903,1.4375696471212522,24.530689329556186,14.879320963892525,253.90074194381896,0.2094176417752513,0.0237717323096231,0.1046349956320057,1.5128191793645016,0.0321351086018537,0.319638748415833,0.2028769224391659,0.6026847784627121,0.0304959251588,0.1798010527549894,0.9695040748412,0.0532464955764449,0.007270382472922,0.0176258167017093,27.223506909852368,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.3699035644531,2025-12-30
MSFT,2025-09-30,1.4005303860855136,1.3921597676968207,0.7556149811846277,0.0849688300953404,0.6904587179586213,0.4887283869555701,0.3572283805183268,0.6187478274303813,0.0436032944082746,0.0764220163271601,0.7526661084731572,0.4294406703218821,0.5705593296781178,50.14183381088825,0.122059995191333,1.4684652323514955,21.27699115044248,17.15468119619016,248.55882996665508,0.2017303310030512,0.0232513228535012,0.1048755680867225,1.73207914369121,0.0510889803326396,0.3095412820413786,0.191073146555494,0.4505941575579674,0.0333715198058932,0.1877847288681875,0.9666284801941069,0.0555919610403692,0.0123076729666489,0.0286597749519714,27.17901613484548,0.0008042895442359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515.8051147460938,2025-09-30
MSFT,2025-06-30,1.3534464445042416,1.3468042317551587,0.6695676188587857,0.0806345041946484,0.6858492170432098,0.4490129642469355,0.3562616920239139,0.5812849125469316,0.0439949402506934,0.0792857787521216,0.8021567548525529,0.4451093128789359,0.554890687121064,54.03414634146341,0.1234905162010523,1.0934983191474144,25.601279317697227,14.257100024985428,333.791093784749,0.2368362527962742,0.0260331497494799,0.1155008437880195,1.6316233980832078,0.0487534216172227,0.3141507829567902,0.1650416973264655,0.4347274368467184,0.0365167858637195,0.1930669156692294,0.9634832141362804,0.0648655983896685,0.004844887666134,0.0108847142172732,27.15137595614592,-0.0006697026520224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494.53717041015625,2025-06-30
MSFT,2025-03-31,1.3715916852004273,1.3641665061380313,0.6970912211267359,0.0754287054942554,0.6871663859789342,0.456712242742557,0.3685667798932435,0.5810378785716325,0.0458992151063587,0.0802259149836435,0.7478711737824295,0.4278754550108065,0.5721245449891935,53.823232323232325,0.1245343248777158,1.3552417794970986,25.847877358490567,14.121082166157214,269.3246367710445,0.2304541432363771,0.0247909114263694,0.1170039676876088,1.5764792441140023,0.0419357624727705,0.3128336140210658,0.1769767664212639,0.4562983472725715,0.0426003867591855,0.2120936895688772,0.9573996132408144,0.0708857069730406,0.0053303805027869,0.0124577851810927,27.055877391175123,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.5379943847656,2025-03-31
